id,asset_id,dr7objid,ra,dec,gz2class,broad_morphology,object_type,confidence,anomaly_score,ood_score,priority,catalog_status,catalog_name,observation_time,image_url,split,is_demo,explanation,provenance,p_smooth,p_features,p_edgeon,p_spiral,p_bar,p_odd
LIB-001199,108665,587738195037651152,114.70921,45.2077,Ei,SMOOTH,Galaxy,0.8187,0.1127,0.1127,LOW,MATCHED,SDSS DR7 J587738+1950,2026-11-23T22:58:00Z,/library/images/108665.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.82 with 81.9% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.8187,0.1299,0.0,0.0,0.7562,0.044
LIB-001200,109410,587738196653309970,121.7402,55.90305,Er,SMOOTH,Galaxy,0.5438,0.305,0.305,LOW,WEAK_MATCH,SDSS DR7 J587738+1966,2026-12-24T23:59:00Z,/library/images/109410.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.54 with 54.4% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.5438,0.362,0.0511,0.0,0.8418,0.1538
LIB-001201,109944,587738372210098288,127.64145,24.38072,Ei,SMOOTH,Galaxy,0.7678,0.1979,0.1979,LOW,MATCHED,SDSS DR7 J587738+3722,2026-01-25T00:00:00Z,/library/images/109944.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.77 with 76.8% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.7678,0.091,0.25,0.0,0.0,0.1636
LIB-001202,110822,587738410336124998,175.24773,14.6335,Ei,SMOOTH,Galaxy,0.897,0.1055,0.1055,LOW,MATCHED,SDSS DR7 J587738+4103,2026-02-26T01:01:00Z,/library/images/110822.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.90 with 89.7% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.897,0.051,0.5,0.0,0.0,0.108
LIB-001203,111141,587738411401085078,154.65005,13.83986,Er,SMOOTH,Galaxy,0.536,0.2534,0.2534,LOW,WEAK_MATCH,SDSS DR7 J587738+4114,2026-03-27T02:02:00Z,/library/images/111141.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.54 with 53.6% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.536,0.4364,0.0,0.2965,0.0,0.0428
LIB-001204,111215,587738411406655645,167.72844,15.04665,Er,SMOOTH,Galaxy,0.7202,0.1399,0.1399,LOW,MATCHED,SDSS DR7 J587738+4114,2026-04-28T03:03:00Z,/library/images/111215.jpg,val,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.72 with 72.0% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.7202,0.3378,0.0,0.0,0.0,0.0
LIB-001205,112636,587738570314678576,186.26767,15.7113,Er,SMOOTH,Galaxy,0.837,0.1495,0.1495,LOW,MATCHED,SDSS DR7 J587738+5703,2026-05-01T04:04:00Z,/library/images/112636.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.84 with 83.7% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.837,0.024,0.034,0.0,0.0,0.136
LIB-001206,112854,587738570851745886,186.7354,16.05384,Ei,SMOOTH,Galaxy,0.6318,0.1841,0.1841,LOW,MATCHED,SDSS DR7 J587738+5708,2026-06-02T05:05:00Z,/library/images/112854.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.63 with 63.2% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.6318,0.3342,0.0,0.2651,0.0,0.0
LIB-001207,112947,587738572457967737,194.20297,38.58875,Ei,SMOOTH,Galaxy,0.7976,0.1204,0.1204,LOW,MATCHED,SDSS DR7 J587738+5724,2026-07-03T06:06:00Z,/library/images/112947.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.80 with 79.8% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.7976,0.2153,0.0,0.0,0.367,0.0385
LIB-001208,113053,587738572994773228,194.02286,39.15261,Ei,SMOOTH,Galaxy,0.5415,0.2292,0.2292,LOW,WEAK_MATCH,SDSS DR7 J587738+5729,2026-08-04T07:07:00Z,/library/images/113053.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.54 with 54.2% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.5415,0.1822,0.0,0.0,0.0,0.0
LIB-001209,113640,587738615410458704,157.60411,33.09463,Er,SMOOTH,Galaxy,0.6322,0.1839,0.1839,LOW,MATCHED,SDSS DR7 J587738+6154,2026-09-05T08:08:00Z,/library/images/113640.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.63 with 63.2% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.6322,0.2161,0.0,0.5754,0.0,0.0
LIB-001210,113759,587738615420354606,184.9883,36.43042,Ei,SMOOTH,Galaxy,0.6485,0.1959,0.1959,LOW,MATCHED,SDSS DR7 J587738+6154,2026-10-06T09:09:00Z,/library/images/113759.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.65 with 64.9% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.6485,0.3151,0.0,0.696,0.6389,0.0403
LIB-001211,114120,587738616489902136,172.94997,36.57166,Er,SMOOTH,Galaxy,0.5471,0.3082,0.3082,LOW,WEAK_MATCH,SDSS DR7 J587738+6164,2026-11-07T10:10:00Z,/library/images/114120.jpg,val,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.55 with 54.7% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.5471,0.3305,0.0,0.8562,0.0,0.1634
LIB-001212,114693,587738946131656807,143.09534,31.0335,Ei,SMOOTH,Galaxy,0.638,0.2704,0.2704,LOW,MATCHED,SDSS DR7 J587738+9461,2026-12-08T11:11:00Z,/library/images/114693.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.64 with 63.8% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.638,0.2282,0.0,0.0,0.0,0.1787
LIB-001213,115029,587738946665513139,135.81607,28.25906,Er,SMOOTH,Galaxy,0.9032,0.05,0.05,LOW,MATCHED,SDSS DR7 J587738+9466,2026-01-09T12:12:00Z,/library/images/115029.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.90 with 90.3% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.9032,0.0307,0.0,0.0,0.0,0.0
LIB-001214,115158,587738946676654192,164.06615,37.62362,Ei,SMOOTH,Galaxy,0.824,0.3107,0.3107,LOW,MATCHED,SDSS DR7 J587738+9466,2026-02-10T13:13:00Z,/library/images/115158.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.82 with 82.4% confidence. Original GZ2 taxonomy: 'Ei'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.45).",Galaxy Zoo 2 Survey / SDSS DR7,0.824,0.2302,0.0,0.0,0.6069,0.4454
LIB-001215,115206,587738946679472347,172.27136,38.82943,Ei,SMOOTH,Galaxy,0.6915,0.2109,0.2109,LOW,MATCHED,SDSS DR7 J587738+9466,2026-03-11T14:14:00Z,/library/images/115206.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.69 with 69.2% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.6915,0.5115,0.359,0.0,0.0,0.1134
LIB-001216,115430,587738947202842806,136.70126,28.95436,Er,SMOOTH,Galaxy,0.8467,0.1416,0.1416,LOW,MATCHED,SDSS DR7 J587738+9472,2026-04-12T15:15:00Z,/library/images/115430.jpg,test,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.85 with 84.7% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.8467,0.094,0.0,0.0,0.0,0.1299
LIB-001217,115879,587738947738927279,134.64737,28.55161,Er,SMOOTH,Galaxy,0.8509,0.0884,0.0884,LOW,MATCHED,SDSS DR7 J587738+9477,2026-05-13T16:16:00Z,/library/images/115879.jpg,test,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.85 with 85.1% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.8509,0.1742,0.0,0.0,0.0,0.0277
LIB-001218,116410,587738948287332467,163.96248,38.8987,Ei,SMOOTH,Galaxy,0.5,0.3092,0.3092,LOW,WEAK_MATCH,SDSS DR7 J587738+9482,2026-06-14T17:17:00Z,/library/images/116410.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.48 with 50.0% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.4755,0.3998,0.3907,0.0,0.0,0.1185
LIB-001219,116517,587738948294738029,185.99573,40.73593,A,SMOOTH,Galaxy,0.5,0.309,0.309,LOW,WEAK_MATCH,SDSS DR7 J587738+9482,2026-07-15T18:18:00Z,/library/images/116517.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.35 with 50.0% confidence. Original GZ2 taxonomy: 'A'.",Galaxy Zoo 2 Survey / SDSS DR7,0.35,0.022,0.0,0.0,0.0,0.118
LIB-001220,116596,587738948823613537,162.13512,38.86513,Ei,SMOOTH,Galaxy,0.5,0.272,0.272,LOW,WEAK_MATCH,SDSS DR7 J587738+9488,2026-08-16T19:19:00Z,/library/images/116596.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.44 with 50.0% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.436,0.2649,0.1146,0.5176,0.0,0.044
LIB-001221,116935,587738951488241795,187.5489,37.20344,Er,SMOOTH,Galaxy,0.5672,0.2369,0.2369,LOW,WEAK_MATCH,SDSS DR7 J587738+9514,2026-09-17T20:20:00Z,/library/images/116935.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.57 with 56.7% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.5672,0.2131,0.0,0.0,0.0,0.0409
LIB-001222,117494,587739096451317841,181.14867,36.50344,Er,SMOOTH,Galaxy,0.7249,0.1375,0.1375,LOW,MATCHED,SDSS DR7 J587739+0964,2026-10-18T21:21:00Z,/library/images/117494.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.72 with 72.5% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.7249,0.1561,0.0,0.7653,0.5836,0.0
LIB-001223,118222,587739098599587865,183.32375,38.25044,Ei,SMOOTH,Galaxy,0.6466,0.3657,0.3657,LOW,MATCHED,SDSS DR7 J587739+0985,2026-11-19T22:22:00Z,/library/images/118222.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.65 with 64.7% confidence. Original GZ2 taxonomy: 'Ei'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.38).",Galaxy Zoo 2 Survey / SDSS DR7,0.6466,0.2943,0.0,0.0,0.0,0.378
LIB-001224,118279,587739098605289637,199.8524,37.35346,Er,SMOOTH,Galaxy,0.5044,0.2747,0.2747,LOW,WEAK_MATCH,SDSS DR7 J587739+0986,2026-12-20T23:23:00Z,/library/images/118279.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.50 with 50.4% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.5044,0.2042,0.0,0.0,0.0,0.0537
LIB-001225,118429,587739114164388122,127.11358,21.41723,Ei,SMOOTH,Galaxy,0.8737,0.1004,0.1004,LOW,MATCHED,SDSS DR7 J587739+1141,2026-01-21T00:24:00Z,/library/images/118429.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.87 with 87.4% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.8737,0.0899,0.0,0.0,0.0,0.0745
LIB-001226,120182,587739132953100308,207.5197,36.15822,Ei,SMOOTH,Galaxy,0.7754,0.1557,0.1557,LOW,MATCHED,SDSS DR7 J587739+1329,2026-02-22T01:25:00Z,/library/images/120182.jpg,test,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.78 with 77.5% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.7754,0.1307,0.0,0.0,0.0,0.0869
LIB-001227,120638,587739153355178284,124.05579,20.23844,Ei,SMOOTH,Galaxy,0.6416,0.1792,0.1792,LOW,MATCHED,SDSS DR7 J587739+1533,2026-03-23T02:26:00Z,/library/images/120638.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.64 with 64.2% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.6416,0.3495,0.167,0.0,0.0,0.0
LIB-001228,121816,587739294014963753,168.30858,32.82342,Er(o),SMOOTH,Galaxy,0.6751,0.4047,0.4047,MEDIUM,MATCHED,SDSS DR7 J587739+2940,2026-04-24T03:27:00Z,/library/images/121816.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.68 with 67.5% confidence. Original GZ2 taxonomy: 'Er(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.48).",Galaxy Zoo 2 Survey / SDSS DR7,0.6751,0.1693,0.4,0.0,0.0,0.4845
LIB-001229,121957,587739295088640114,167.89478,33.63746,Ei,SMOOTH,Galaxy,0.7505,0.1248,0.1248,LOW,MATCHED,SDSS DR7 J587739+2950,2026-05-25T04:28:00Z,/library/images/121957.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.75 with 75.0% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.7505,0.205,0.0,0.6812,0.0,0.0
LIB-001230,122261,587739302609944661,194.55273,33.59222,Er,SMOOTH,Galaxy,0.7306,0.3423,0.3423,LOW,MATCHED,SDSS DR7 J587739+3026,2026-06-26T05:29:00Z,/library/images/122261.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.73 with 73.1% confidence. Original GZ2 taxonomy: 'Er'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.42).",Galaxy Zoo 2 Survey / SDSS DR7,0.7306,0.1139,0.0,0.0,0.0,0.4152
LIB-001231,122527,587739303151599726,207.52025,32.37975,Er,SMOOTH,Galaxy,0.8559,0.0731,0.0731,LOW,MATCHED,SDSS DR7 J587739+3031,2026-07-27T06:30:00Z,/library/images/122527.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.86 with 85.6% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.8559,0.1406,0.0,0.0,0.0,0.0022
LIB-001232,123217,587739375626420286,139.24051,25.00219,Ec,SMOOTH,Galaxy,0.7707,0.1997,0.1997,LOW,MATCHED,SDSS DR7 J587739+3756,2026-08-28T07:31:00Z,/library/images/123217.jpg,test,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.77 with 77.1% confidence. Original GZ2 taxonomy: 'Ec'.",Galaxy Zoo 2 Survey / SDSS DR7,0.7707,0.3649,0.6,0.0,0.4391,0.1701
LIB-001233,123315,587739375634022534,157.79175,30.84969,Ei,SMOOTH,Galaxy,0.505,0.3035,0.3035,LOW,WEAK_MATCH,SDSS DR7 J587739+3756,2026-09-01T08:32:00Z,/library/images/123315.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.51 with 50.5% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.505,0.3245,0.0,0.6546,0.0,0.112
LIB-001234,123699,587739376705470592,151.63417,30.27778,Er,SMOOTH,Galaxy,0.5919,0.24,0.24,LOW,WEAK_MATCH,SDSS DR7 J587739+3767,2026-10-02T09:33:00Z,/library/images/123699.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.59 with 59.2% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.5919,0.2727,0.0,0.0,0.0,0.0719
LIB-001235,124474,587739380455637223,229.84062,25.72138,Ei,SMOOTH,Galaxy,0.7701,0.1149,0.1149,LOW,MATCHED,SDSS DR7 J587739+3804,2026-11-03T10:34:00Z,/library/images/124474.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.77 with 77.0% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.7701,0.4828,0.0,0.0,0.7527,0.0
LIB-001236,124641,587739380988575936,220.67952,29.61309,Ei,SMOOTH,Galaxy,0.5414,0.2586,0.2586,LOW,WEAK_MATCH,SDSS DR7 J587739+3809,2026-12-04T11:35:00Z,/library/images/124641.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.54 with 54.1% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.5414,0.3366,0.0,0.0,0.0,0.0587
LIB-001237,126807,587739406780858479,181.39825,34.63588,Ei,SMOOTH,Galaxy,0.62,0.212,0.212,LOW,MATCHED,SDSS DR7 J587739+4067,2026-01-05T12:36:00Z,/library/images/126807.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.62 with 62.0% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.62,0.2614,0.0,0.0,0.0,0.0441
LIB-001238,128014,587739407832580454,126.07479,20.51373,Ei,SMOOTH,Galaxy,0.723,0.3775,0.3775,LOW,MATCHED,SDSS DR7 J587739+4078,2026-02-06T13:37:00Z,/library/images/128014.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.72 with 72.3% confidence. Original GZ2 taxonomy: 'Ei'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.48).",Galaxy Zoo 2 Survey / SDSS DR7,0.723,0.255,0.0,0.083,0.083,0.478
LIB-001239,128039,587739407835005110,131.28534,23.21727,Ei,SMOOTH,Galaxy,0.5615,0.3272,0.3272,LOW,WEAK_MATCH,SDSS DR7 J587739+4078,2026-03-07T14:38:00Z,/library/images/128039.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.56 with 56.2% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.5615,0.2122,0.0,0.5596,0.0,0.2159
LIB-001240,128066,587739407836643544,134.96014,24.88525,Er,SMOOTH,Galaxy,0.7442,0.1411,0.1411,LOW,MATCHED,SDSS DR7 J587739+4078,2026-04-08T15:39:00Z,/library/images/128066.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.74 with 74.4% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.7442,0.1729,0.0,1.0,0.0,0.0264
LIB-001241,128317,587739407858925741,193.42801,35.26628,Ei(m),SMOOTH,Galaxy,0.5609,0.6629,0.6629,HIGH,WEAK_MATCH,SDSS DR7 J587739+4078,2026-05-09T16:40:00Z,/library/images/128317.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.56 with 56.1% confidence. Original GZ2 taxonomy: 'Ei(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.89).",Galaxy Zoo 2 Survey / SDSS DR7,0.5609,0.462,0.143,0.6239,0.0,0.8866
LIB-001242,128594,587739407874588758,233.58826,25.39542,Ei,SMOOTH,Galaxy,0.771,0.169,0.169,LOW,MATCHED,SDSS DR7 J587739+4078,2026-06-10T17:41:00Z,/library/images/128594.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.77 with 77.1% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.771,0.229,0.266,0.286,0.143,0.109
LIB-001243,128658,587739407878455486,242.07756,21.3297,Er,SMOOTH,Galaxy,0.8462,0.2125,0.2125,LOW,MATCHED,SDSS DR7 J587739+4078,2026-07-11T18:42:00Z,/library/images/128658.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.85 with 84.6% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.8462,0.0517,0.0,0.0,0.0,0.2712
LIB-001244,128954,587739408399007866,202.36044,34.66857,Ei,SMOOTH,Galaxy,0.6991,0.172,0.172,LOW,MATCHED,SDSS DR7 J587739+4083,2026-08-12T19:43:00Z,/library/images/128954.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.70 with 69.9% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.6991,0.2318,0.333,0.0,0.0,0.0432
LIB-001245,129417,587739458295038164,211.37935,29.54186,Ei,SMOOTH,Galaxy,0.7395,0.2448,0.2448,LOW,MATCHED,SDSS DR7 J587739+4582,2026-09-13T20:44:00Z,/library/images/129417.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.74 with 74.0% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.7395,0.2104,0.0,0.4573,0.429,0.2291
LIB-001246,129952,587739504470720546,187.1696,31.60015,Ei,SMOOTH,Galaxy,0.7553,0.1747,0.1747,LOW,MATCHED,SDSS DR7 J587739+5044,2026-10-14T21:45:00Z,/library/images/129952.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.76 with 75.5% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.7553,0.1684,0.0,0.0,0.0,0.1047
LIB-001247,130113,587739504477929714,206.24304,29.76844,Ei,SMOOTH,Galaxy,0.8745,0.2907,0.2907,LOW,MATCHED,SDSS DR7 J587739+5044,2026-11-15T22:46:00Z,/library/images/130113.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.87 with 87.5% confidence. Original GZ2 taxonomy: 'Ei'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.46).",Galaxy Zoo 2 Survey / SDSS DR7,0.8745,0.1374,0.0,0.0,1.0,0.4559
LIB-001248,130765,587739506614730844,177.71477,33.12843,Ei,SMOOTH,Galaxy,0.8779,0.0611,0.0611,LOW,MATCHED,SDSS DR7 J587739+5066,2026-12-16T23:47:00Z,/library/images/130765.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.88 with 87.8% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.8779,0.33,0.0,0.0,0.0,0.0
LIB-001249,131231,587739607550656590,176.87471,31.04338,Er,SMOOTH,Galaxy,0.8073,0.1138,0.1138,LOW,MATCHED,SDSS DR7 J587739+6075,2026-01-17T00:48:00Z,/library/images/131231.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.81 with 80.7% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.8073,0.2899,0.0,1.0,0.0,0.0349
LIB-001250,132133,587739609157927009,167.83435,31.52639,Ei,SMOOTH,Galaxy,0.619,0.3028,0.3028,LOW,MATCHED,SDSS DR7 J587739+6091,2026-02-18T01:49:00Z,/library/images/132133.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.62 with 61.9% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.619,0.3794,0.0,0.0,0.0,0.2245
LIB-001251,132226,587739609163694149,183.20377,32.66177,Ei,SMOOTH,Galaxy,0.5863,0.2676,0.2676,LOW,WEAK_MATCH,SDSS DR7 J587739+6091,2026-03-19T02:50:00Z,/library/images/132226.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.59 with 58.6% confidence. Original GZ2 taxonomy: 'Ei'.",Galaxy Zoo 2 Survey / SDSS DR7,0.5863,0.3474,0.0922,0.5442,0.0,0.1215
LIB-001252,132529,587739609697288310,174.43771,32.50004,Er,SMOOTH,Galaxy,0.6335,0.2887,0.2887,LOW,MATCHED,SDSS DR7 J587739+6096,2026-04-20T03:51:00Z,/library/images/132529.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.63 with 63.3% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.6335,0.1495,0.0,0.0,0.0,0.211
LIB-001253,132701,587739609709150244,206.3668,31.1305,Er,SMOOTH,Galaxy,0.7783,0.2379,0.2379,LOW,MATCHED,SDSS DR7 J587739+6097,2026-05-21T04:52:00Z,/library/images/132701.jpg,train,False,"This observation is classified as a smooth galaxy exhibiting symmetric, featureless light distribution. Smooth morphology probability is 0.78 with 77.8% confidence. Original GZ2 taxonomy: 'Er'.",Galaxy Zoo 2 Survey / SDSS DR7,0.7783,0.1236,0.0,0.0,0.0,0.254
